tweet_id,text,name,img_num,p1,p2,p3,favorites,retweets,date_time,dog_type,rating
683742671509258241,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet. 11/10 dreamy as hell https://t.co/eoL1bCpWCg,Sebastian,1,Pembroke,Cardigan,cocker_spaniel,6211,3160,2016-01-03 20:12:10+00:00,,10.0
683773439333797890,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating. 9/10 https://t.co/qipZbshNsR,Buddy,1,miniature_pinscher,Labrador_retriever,schipperke,3214,1285,2016-01-03 22:14:26+00:00,,9.0
683828599284170753,Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. 12/10 https://t.co/Eeh3yfdglS,,1,malamute,Siberian_husky,Eskimo_dog,2696,1009,2016-01-04 01:53:37+00:00,pupper,10.0
683834909291606017,Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO,,1,Maltese_dog,toy_poodle,Samoyed,2528,1071,2016-01-04 02:18:42+00:00,pupper,9.0
683849932751646720,This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x,Jiminy,1,,Mexican_hairless,,2513,909,2016-01-04 03:18:23+00:00,,5.0
683852578183077888,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN",Tiger,1,toy_poodle,,miniature_poodle,1870,330,2016-01-04 03:28:54+00:00,,10.0
683857920510050305,Meet Sadie. She fell asleep on the beach and her friends buried her. 10/10 can't trust fellow puppers these days https://t.co/LoKVvc1xAW,Sadie,1,bluetick,Shetland_sheepdog,beagle,3665,1068,2016-01-04 03:50:08+00:00,,10.0
684097758874210310,Say hello to Lupe. This is how she sleeps. 10/10 impressive really https://t.co/Fz6iZWlk8C,Lupe,1,Labrador_retriever,German_short-haired_pointer,Chesapeake_Bay_retriever,3954,1367,2016-01-04 19:43:10+00:00,,10.0
684122891630342144,Heartwarming scene of two pups that want nothing more than to be together. Touching af. Great tongue. Both 11/10 https://t.co/k32mSlRx0j,,1,,,,1926,448,2016-01-04 21:23:02+00:00,,10.0
684147889187209216,This is Sweets the English Bulldog. Waves back to other bikers. 12/10 just a fantastic friendly pupper https://t.co/WYiFzuX7D4,Sweets,0,,,,2877,1452,2016-01-04 23:02:22+00:00,pupper,10.0
684177701129875456,This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7,Kulet,1,chow,German_shepherd,golden_retriever,1941,630,2016-01-05 01:00:50+00:00,,10.0
684188786104872960,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",,1,kelpie,American_Staffordshire_terrier,Staffordshire_bullterrier,3359,1105,2016-01-05 01:44:52+00:00,,10.0
684195085588783105,This is Tino. He really likes corndogs. 9/10 https://t.co/cUxGtnBfc2,Tino,1,Chihuahua,toy_terrier,Boston_bull,1831,486,2016-01-05 02:09:54+00:00,,9.0
684200372118904832,Gang of fearless hoofed puppers here. Straight savages. Elevated for extra terror. Front one has killed before 6/10s https://t.co/jkCb25OWfh,,1,,,,2065,996,2016-01-05 02:30:55+00:00,,6.0
684222868335505415,Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 https://t.co/1zfnTJLt55,,1,soft-coated_wheaten_terrier,cocker_spaniel,,3681,1301,2016-01-05 04:00:18+00:00,,10.0
684225744407494656,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3",,2,golden_retriever,Samoyed,Great_Pyrenees,1193,196,2016-01-05 04:11:44+00:00,,10.0
684241637099323392,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,Obi,1,Pembroke,,,7792,3119,2016-01-05 05:14:53+00:00,,10.0
684460069371654144,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,Jeph,1,Labrador_retriever,Chesapeake_Bay_retriever,American_Staffordshire_terrier,1897,533,2016-01-05 19:42:51+00:00,,10.0
684481074559381504,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb,Pippa,1,Chihuahua,Pomeranian,,3728,1123,2016-01-05 21:06:19+00:00,,10.0
684538444857667585,"After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",,1,Chihuahua,,,2538,906,2016-01-06 00:54:18+00:00,,10.0
684567543613382656,This is Bobby. He doesn't give a damn about personal space. Convinced he called shotgun first. 4/10 not the best dog https://t.co/b8XW69gSaU,Bobby,1,,,,2891,1156,2016-01-06 02:49:55+00:00,,4.0
684588130326986752,This pupper just got his first kiss. 12/10 he's so happy https://t.co/2sHwD7HztL,,0,,,,3946,1347,2016-01-06 04:11:43+00:00,pupper,10.0
684594889858887680,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",,1,Weimaraner,English_setter,Brittany_spaniel,8539,3336,2016-01-06 04:38:35+00:00,,10.0
684800227459624960,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,Theodore,1,miniature_schnauzer,Norfolk_terrier,West_Highland_white_terrier,2620,953,2016-01-06 18:14:31+00:00,,10.0
684830982659280897,This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p,,0,,,,33644,20666,2016-01-06 20:16:44+00:00,pupper,10.0
684880619965411328,Here we have a basking dino pupper. Looks powerful. Occasionally shits eggs. Doesn't want the holidays to end. 5/10 https://t.co/DnNweb5eTO,,1,,,,2004,769,2016-01-06 23:33:58+00:00,pupper,5.0
684902183876321280,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,Perry,1,Pembroke,Cardigan,,1795,505,2016-01-07 00:59:40+00:00,,10.0
684914660081053696,"""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a",,1,,chow,Labrador_retriever,3366,1389,2016-01-07 01:49:14+00:00,,10.0
684926975086034944,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,Bruiser,1,Labrador_retriever,golden_retriever,,3352,444,2016-01-07 02:38:10+00:00,,10.0
684940049151070208,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,Oreo,2,Border_collie,collie,Old_English_sheepdog,3073,992,2016-01-07 03:30:07+00:00,,10.0
684959798585110529,This is Jerry. He's a neat dog. No legs (tragic). Has more horns than a dog usually does. Bark is unique af. 5/10 https://t.co/85q7xlplsJ,Jerry,1,,,,6547,2979,2016-01-07 04:48:36+00:00,,5.0
684969860808454144,"For those who claim this is a goat, u are wrong. It is not the Greatest Of All Time. The rating of 5/10 should have made that clear. Thank u",,0,,,,2294,352,2016-01-07 05:28:35+00:00,,5.0
685169283572338688,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,Gerbald,1,Bernese_mountain_dog,Appenzeller,EntleBucher,3951,1361,2016-01-07 18:41:01+00:00,pupper,10.0
685198997565345792,This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo,Alfie,1,,,Old_English_sheepdog,2243,638,2016-01-07 20:39:06+00:00,,10.0
685268753634967552,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,Hubertson,1,pug,Norwegian_elkhound,bull_mastiff,2972,1140,2016-01-08 01:16:17+00:00,pupper,10.0
685307451701334016,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,Petrick,1,Pomeranian,Shetland_sheepdog,keeshond,2000,418,2016-01-08 03:50:03+00:00,,10.0
685315239903100929,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,,2,chow,Pomeranian,Eskimo_dog,3160,996,2016-01-08 04:21:00+00:00,,10.0
685321586178670592,This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu,Rocky,1,Boston_bull,French_bulldog,boxer,2540,600,2016-01-08 04:46:13+00:00,,10.0
685325112850124800,"""Tristan do not speak to me with that kind of tone or I will take away the Xbox."" 10/10 https://t.co/VGPH0TfESw",,1,golden_retriever,Labrador_retriever,kuvasz,9056,3769,2016-01-08 05:00:14+00:00,,10.0
685532292383666176,"For the last time, WE. DO. NOT. RATE. BULBASAUR. We only rate dogs. Please only send dogs. Thank you ...9/10 https://t.co/GboDG8WhJG",,1,,,collie,2919,1103,2016-01-08 18:43:29+00:00,,9.0
685547936038666240,Everybody needs to read this. Jack is our first 14/10. Truly heroic pupper https://t.co/3m6bNGXWnM,,1,,,,31608,14843,2016-01-08 19:45:39+00:00,pupper,10.0
685641971164143616,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,Otis,1,Lakeland_terrier,Airedale,,2800,733,2016-01-09 01:59:19+00:00,pupper,7.0
685663452032069632,"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",Brooks,1,Chesapeake_Bay_retriever,,,3094,1391,2016-01-09 03:24:40+00:00,,10.0
685667379192414208,This is Marty. He has no idea what happened here. Never seen this stuff in his life. 9/10 very suspicious pupper https://t.co/u427woxFpJ,Marty,1,,,,2267,538,2016-01-09 03:40:16+00:00,pupper,9.0
685681090388975616,Jack deserves another round of applause. If you missed this earlier today I strongly suggest reading it. Wonderful first 14/10 🐶❤️,,0,,,,1961,116,2016-01-09 04:34:45+00:00,,10.0
685906723014619143,This is Olive. He's stuck in a sleeve. 9/10 damn it Olive https://t.co/NnLjg6BgyF,Olive,1,Yorkshire_terrier,briard,Pekinese,7190,2728,2016-01-09 19:31:20+00:00,,9.0
685943807276412928,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,the,1,papillon,toy_terrier,Cardigan,1563,560,2016-01-09 21:58:42+00:00,pupper,8.0
685973236358713344,This is Lorelei. She's contemplating her existence and the eventual heat death of the universe. 11/10 very majestic https://t.co/xbUoULOIS8,Lorelei,1,Siberian_husky,Eskimo_dog,malamute,2016,495,2016-01-09 23:55:38+00:00,,10.0
686003207160610816,This is Hammond. He's a peculiar pup. Loves long walks. Bark barely audible. Too many legs. 3/10 must be rare https://t.co/NOIiRWr5Jf,Hammond,1,,,,1756,592,2016-01-10 01:54:44+00:00,,3.0
686007916130873345,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW,,1,Rhodesian_ridgeback,redbone,,2383,391,2016-01-10 02:13:27+00:00,pupper,10.0
686034024800862208,Your fav crew is back and this time they're embracing cannabis culture. 12/10 for all https://t.co/oSvRDuMm1D,,1,Great_Dane,Irish_wolfhound,Greater_Swiss_Mountain_dog,2958,1089,2016-01-10 03:57:12+00:00,,10.0
686035780142297088,"Yes I do realize a rating of 4/20 would've been fitting. However, it would be unjust to give these cooperative pups that low of a rating",,0,,,,1103,111,2016-01-10 04:04:10+00:00,,2.0
686050296934563840,This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg,Flávio,1,Pomeranian,keeshond,Pekinese,2138,697,2016-01-10 05:01:51+00:00,,10.0
686286779679375361,When bae calls your name from across the room. 12/10 (vid by @christinemcc98) https://t.co/xolcXA6gxe,,0,,,,3865,1602,2016-01-10 20:41:33+00:00,,10.0
686358356425093120,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW,,1,pug,bull_mastiff,boxer,2090,630,2016-01-11 01:25:58+00:00,,10.0
686377065986265092,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,Birf,1,German_shepherd,Leonberg,bloodhound,2129,540,2016-01-11 02:40:19+00:00,pupper,10.0
686386521809772549,Say hello to Crimson. He's a Speckled Winnebago. Main passions are air hockey &amp; parkour. 11/10 would pet thoroughly https://t.co/J5aI7SjzDc,Crimson,1,Yorkshire_terrier,silky_terrier,Australian_terrier,3136,842,2016-01-11 03:17:53+00:00,,10.0
686394059078897668,This pup's having a nightmare that he forgot to type a paper due first thing in the morning. 12/10 (vid by ... https://t.co/CufnbUT0pB,,0,,,,1674,658,2016-01-11 03:47:50+00:00,,10.0
686606069955735556,"Meet Horace. He was practicing his levitation, minding his own business when a rogue tennis ball spooked him. 10/10 https://t.co/tB9xYjMyZd",Horace,1,Labrador_retriever,Ibizan_hound,Saluki,1815,523,2016-01-11 17:50:18+00:00,,10.0
686618349602762752,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,Olivia,1,Rottweiler,miniature_pinscher,Gordon_setter,3556,1299,2016-01-11 18:39:05+00:00,pupper,10.0
686683045143953408,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,Mona,1,Norwich_terrier,cocker_spaniel,golden_retriever,2715,767,2016-01-11 22:56:10+00:00,pupper,10.0
686730991906516992,I just love this picture. 12/10 lovely af https://t.co/Kc84eFNhYU,,1,Tibetan_mastiff,Newfoundland,golden_retriever,3974,1147,2016-01-12 02:06:41+00:00,,10.0
686749460672679938,Strange pup here. Easily manipulated. Rather inbred. Sharp for a dog. Appears uncomfortable. 8/10 would still pet https://t.co/nSQrhwbk1V,,1,,,,3344,1383,2016-01-12 03:20:05+00:00,,8.0
686760001961103360,This pupper forgot how to walk. 12/10 happens to all of us (vid by @bbuckley96) https://t.co/KFTrkSOuu3,,0,,,,3379,1324,2016-01-12 04:01:58+00:00,pupper,10.0
686947101016735744,This is Jackson. He was specifically told not to sleep in the fridge. Damn it Jackson. 11/10 would squeeze softly https://t.co/lJs10ZJsgj,Jackson,1,,,,8306,3050,2016-01-12 16:25:26+00:00,,10.0
687096057537363968,This pupper's New Year's resolution was to become a Hershey's kiss. 11/10 she's super pumped about it https://t.co/D7jYj6vdwC,,1,Labrador_retriever,Chesapeake_Bay_retriever,German_short-haired_pointer,2150,579,2016-01-13 02:17:20+00:00,pupper,10.0
687102708889812993,Army of water dogs here. None of them know where they're going. Have no real purpose. Aggressive barks. 5/10 for all https://t.co/A88x73TwMN,,1,,,,2257,925,2016-01-13 02:43:46+00:00,,5.0
687109925361856513,This is Baxter. He looks like a fun dog. Prefers action shots. 11/10 the last one is impeccable https://t.co/LHcH1yhhIb,Baxter,2,borzoi,whippet,Saluki,5595,2346,2016-01-13 03:12:26+00:00,,10.0
687124485711986689,Say hello to Samson. He's a Firecracker Häagen-Dazs. 11/10 objects in mirror may be more petable than they appear https://t.co/03vR9dn7jy,Samson,1,,,beagle,2104,484,2016-01-13 04:10:18+00:00,,10.0
687127927494963200,Meet Gordon. He's an asshole. 9/10 would still pet https://t.co/a34N7QwKbb,Gordon,1,pug,Chihuahua,Shih-Tzu,5208,2157,2016-01-13 04:23:58+00:00,,9.0
687312378585812992,"""You got any games on your phone"" 7/10 for invasive brown Dalmatian pupper https://t.co/yzGR9xjE9Q",,1,,Great_Dane,Weimaraner,4194,1811,2016-01-13 16:36:55+00:00,pupper,7.0
687317306314240000,This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af. 11/10 enthusiasm is tangible https://t.co/pRp1Npucbz,Tyrone,1,Shih-Tzu,Maltese_dog,Lhasa,19376,8743,2016-01-13 16:56:30+00:00,,10.0
687399393394311168,This is Barry. He's very fast. I hope he finds what he's looking for. 10/10 (vid by @KeeganWolfe33) https://t.co/nTAsyvbIiO,Barry,0,,,,1824,590,2016-01-13 22:22:41+00:00,,10.0
687460506001633280,This is Kramer. He's a Picasso Tortellini. Tie couldn't be more accurate. Confident af. Runs his own business. 10/10 https://t.co/jIcVW0xxmH,Kramer,1,Boston_bull,boxer,French_bulldog,1981,519,2016-01-14 02:25:31+00:00,,10.0
687476254459715584,This is Curtis. He's a fluffball. 11/10 would snug this pupper https://t.co/1DzInODwrj,Curtis,1,,,,1909,508,2016-01-14 03:28:06+00:00,pupper,10.0
687480748861947905,Another magnificent photo. 12/10 https://t.co/X5w387K5jr,,1,English_springer,English_setter,Brittany_spaniel,1542,229,2016-01-14 03:45:57+00:00,,10.0
687494652870668288,This is Marq. He stole this car. 7/10 wtf Marq? https://t.co/MHScqo5l8c,Marq,1,Rottweiler,miniature_pinscher,Tibetan_mastiff,1827,552,2016-01-14 04:41:12+00:00,,7.0
687664829264453632,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez,Opal,1,pug,French_bulldog,toy_poodle,1867,488,2016-01-14 15:57:26+00:00,,10.0
687704180304273409,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. 9/10 https://t.co/UwOV1jqKRt,Blakely,1,miniature_pinscher,toy_terrier,Chihuahua,2345,803,2016-01-14 18:33:48+00:00,pupper,9.0
687732144991551489,This is Ember. That's the q-tip she owes money to. 11/10 pay up pup. (vid by @leanda_h) https://t.co/kGRcRjRJRl,Ember,0,,,,1691,635,2016-01-14 20:24:55+00:00,,10.0
687807801670897665,Meet Trooper &amp; Maya. Trooper protects Maya from bad things like dognappers and Comcast. So touching. 11/10 for both https://t.co/c98k1IoZKy,Trooper,1,Staffordshire_bullterrier,boxer,American_Staffordshire_terrier,2290,684,2016-01-15 01:25:33+00:00,,10.0
687818504314159109,With great pupper comes great responsibility. 12/10 https://t.co/hK6xB042EP,,1,Lakeland_terrier,soft-coated_wheaten_terrier,toy_poodle,2390,911,2016-01-15 02:08:05+00:00,pupper,10.0
687826841265172480,This is Louis. He's a rollercoaster of emotions. Incalculably fluffy. 12/10 would pet firmly https://t.co/17RGvOZO9P,Louis,1,Pomeranian,Pekinese,keeshond,2641,1072,2016-01-15 02:41:12+00:00,,10.0
687841446767013888,13/10 I can't stop watching this (vid by @k8lynwright) https://t.co/nZhhMRr5Hp,,0,,,,5245,2390,2016-01-15 03:39:15+00:00,,10.0
688064179421470721,This is Kilo. He's a Pouncing Brioche. Really likes snow. 11/10 https://t.co/GS76SfkraY,Kilo,1,Eskimo_dog,Norwegian_elkhound,Siberian_husky,1664,345,2016-01-15 18:24:18+00:00,,10.0
688116655151435777,Please send dogs. I'm tired of seeing other stuff like this dangerous pirate. We only rate dogs. Thank you... 10/10 https://t.co/YdLytdZOqv,,1,pug,Chihuahua,Staffordshire_bullterrier,2715,740,2016-01-15 21:52:49+00:00,,10.0
688179443353796608,This is Lizzie. She's about to fist bump the large ridable maned pupper. She's very excited. 10/10 for both dogs https://t.co/mFhvtX36om,Lizzie,1,,,,2054,559,2016-01-16 02:02:19+00:00,pupper,10.0
688211956440801280,This is Derby. He's a superstar. 13/10 (vid by @NBohlmann) https://t.co/o4Nfc8WoAO,Derby,1,,,,2161,791,2016-01-16 04:11:31+00:00,,10.0
688385280030670848,This is Louis. He's takes top-notch selfies. 12/10 would snapchat with https://t.co/vz2DukO0th,Louis,2,golden_retriever,cocker_spaniel,,8912,4261,2016-01-16 15:40:14+00:00,,10.0
688519176466644993,This pupper is sprouting a flower out of her head. 12/10 revolutionary af https://t.co/glmvQBRjv4,,1,Pembroke,Cardigan,Shetland_sheepdog,2231,699,2016-01-17 00:32:18+00:00,pupper,10.0
688547210804498433,This is Frönq. He got caught stealing a waffle. Damn it Frönq. 9/10 https://t.co/7ycWCUrjmZ,Frönq,1,papillon,Blenheim_spaniel,Border_collie,2485,665,2016-01-17 02:23:42+00:00,,9.0
688789766343622656,Meet Pubert. He's a Kerplunk Rumplestilt. Cannot comprehend flower. Flawless tongue. 8/10 would pat head approvingly https://t.co/2TWxg0rgyG,Pubert,1,American_Staffordshire_terrier,Staffordshire_bullterrier,bull_mastiff,2132,632,2016-01-17 18:27:32+00:00,,8.0
688804835492233216,When you stumble but recover quickly cause your crush is watching. 12/10 https://t.co/PMeq6IedU7,,3,malinois,German_shepherd,Saluki,925,181,2016-01-17 19:27:24+00:00,,10.0
688828561667567616,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back. 9/10 https://t.co/dfCCK3tWfr,Brad,1,Cardigan,,,1331,350,2016-01-17 21:01:41+00:00,,9.0
688894073864884227,This is Hamrick. He's covered in corn flakes. Silly pupper. Looks congested. 7/10 considerably petable https://t.co/ROPZcAMQKI,Hamrick,1,,,,2161,653,2016-01-18 01:22:00+00:00,pupper,7.0
688898160958271489,When you have a ton of work to do but then remember you have tomorrow off. 10/10 https://t.co/MfEaMUFYTx,,1,Ibizan_hound,Chihuahua,Italian_greyhound,2012,744,2016-01-18 01:38:15+00:00,,10.0
688908934925697024,Meet Clarence. He does parkour. 8/10 very talented dog https://t.co/WpSFZm7RPH,Clarence,1,,,,2030,729,2016-01-18 02:21:04+00:00,,8.0
688916208532455424,This pupper just wants to say hello. 11/10 would knock down fence for https://t.co/A8X8fwS78x,,1,Pembroke,,Pomeranian,2612,822,2016-01-18 02:49:58+00:00,pupper,10.0
689143371370250240,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people 10/10 tricky pupper https://t.co/40w7TI5Axv,Trip,1,English_springer,papillon,Welsh_springer_spaniel,1948,481,2016-01-18 17:52:38+00:00,pupper,10.0
689154315265683456,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter. 9/10 just wants a bath https://t.co/o47yitCn9N,,1,cocker_spaniel,golden_retriever,Airedale,2969,948,2016-01-18 18:36:07+00:00,,9.0
689255633275777024,This is Ferg. He swallowed a chainsaw. 1 like = 1 prayer 10/10 remain calm Ferg (vid by @calebturer) https://t.co/gOH51Y8Yh1,Ferg,0,,,,2463,1035,2016-01-19 01:18:43+00:00,,10.0
689275259254616065,Meet Lucky. He was showing his friends an extreme pogo stick trick when he completely lost control. 10/10 still rad https://t.co/K55XrIoePl,Lucky,1,American_Staffordshire_terrier,Chesapeake_Bay_retriever,Doberman,1099,235,2016-01-19 02:36:42+00:00,,10.0
689280876073582592,This is Herald. He wants you to know he could steal your girl at any moment. 10/10 https://t.co/JR7hLnlgeS,Herald,3,Chihuahua,American_Staffordshire_terrier,Staffordshire_bullterrier,1911,674,2016-01-19 02:59:01+00:00,,10.0
689283819090870273,Say hello to Chipson. He's aerodynamic af. No eyes (devastating). 9/10 would make sure he didn't bump into stuff https://t.co/V62rIva61J,Chipson,1,Scotch_terrier,affenpinscher,cairn,3139,1049,2016-01-19 03:10:43+00:00,,9.0
689289219123089408,Someone sent me this without any context and every aspect of it is spectacular. 13/10 please enjoy https://t.co/Rxrd4hPmp4,,1,,,,2165,886,2016-01-19 03:32:10+00:00,,10.0
689517482558820352,This is Carl. He just wants to make sure you're having a good day. 12/10 just a swell pup https://t.co/Wk3XCnmDvm,Carl,1,Pembroke,Cardigan,papillon,3264,1362,2016-01-19 18:39:13+00:00,,10.0
689557536375177216,Downright majestic af 12/10 https://t.co/WFh2FEbYzj,,1,Eskimo_dog,Siberian_husky,,1974,434,2016-01-19 21:18:22+00:00,,10.0
689599056876867584,Here we see 33 dogs posing for a picture. All get 11/10 for superb cooperation https://t.co/TRAri5iHzd,,1,,cocker_spaniel,Chihuahua,11208,5259,2016-01-20 00:03:21+00:00,,10.0
689623661272240129,This is Lucy. She's terrified of the stuffed billed dog. 10/10 stay strong pupper https://t.co/QnvSjjyh7n,Lucy,1,toy_poodle,,Labrador_retriever,2144,616,2016-01-20 01:41:08+00:00,pupper,10.0
689659372465688576,This is Ricky. He's being escorted out of the dog park for talking shit about the other dogs. 8/10 not cool Ricky https://t.co/XtDkrsdEfF,Ricky,1,,,,9968,3665,2016-01-20 04:03:02+00:00,,8.0
689661964914655233,Meet Luca. He's a Butternut Scooperfloof. Glorious tongue. 12/10 would pet really well https://t.co/VcxZQPNZaV,Luca,1,Italian_greyhound,whippet,Chihuahua,3113,893,2016-01-20 04:13:20+00:00,,10.0
689835978131935233,Meet Fynn &amp; Taco. Fynn is an all-powerful leaf lord and Taco is in the wrong place at the wrong time. 11/10 &amp; 10/10 https://t.co/MuqHPvtL8c,Fynn,1,collie,Shetland_sheepdog,borzoi,2094,720,2016-01-20 15:44:48+00:00,,10.0
689877686181715968,This is Durg. He's trying to conquer his fear of trampolines. 9/10 it's not working https://t.co/5iH08ltkoe,Durg,1,Old_English_sheepdog,Tibetan_terrier,Lakeland_terrier,2924,1108,2016-01-20 18:30:32+00:00,,9.0
689905486972461056,"Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera. 11/10 so quick https://t.co/IE4ZblyZRY",Gizmo,4,Pomeranian,Shetland_sheepdog,chow,2359,661,2016-01-20 20:21:00+00:00,pupper,10.0
689977555533848577,Happy Wednesday here's a pup wearing a beret. 12/10 please enjoy https://t.co/MXedEzSHIf,,1,,Labrador_retriever,,1323,428,2016-01-21 01:07:23+00:00,,10.0
689993469801164801,Here we are witnessing a rare High Stepping Alaskan Floofer. 12/10 dangerously petable (vid by @TheMrsNux) https://t.co/K4s9IJh2jm,,0,,,,1404,428,2016-01-21 02:10:37+00:00,,10.0
689999384604450816,This is Covach. He's trying to melt the snow. 10/10 we all believe in you buddy https://t.co/fgMaP2zDMt,Covach,1,standard_poodle,English_springer,pug,1356,350,2016-01-21 02:34:07+00:00,,10.0
690005060500217858,"""I'm the only one that ever does anything in this household"" 10/10 https://t.co/V8HcVIh4jt",,1,Samoyed,Great_Pyrenees,,3530,1612,2016-01-21 02:56:40+00:00,,10.0
690015576308211712,This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart. 12/10 I'd totally pet tho https://t.co/03XlvS8izg,,2,malamute,Siberian_husky,Eskimo_dog,2393,702,2016-01-21 03:38:27+00:00,pupper,10.0
690021994562220032,"Say hello to Geoff (pronounced ""Kyle""). He accidentally opened the front facing camera. 10/10 https://t.co/TmlwQWnmRC",Geoff,1,,,malamute,2694,979,2016-01-21 04:03:58+00:00,,10.0
690248561355657216,This is Maxwell. That's his moped. He rents it out for others to use as long as he can come also. 11/10 great dog https://t.co/IF5kKaO945,Maxwell,1,,,,1613,393,2016-01-21 19:04:15+00:00,,10.0
690348396616552449,This is Oddie. He's trying to communicate. 12/10 very solid effort (vid by @kaleseyy) https://t.co/JjxriLqZOL,Oddie,0,,,,1441,490,2016-01-22 01:40:58+00:00,,10.0
690360449368465409,Stop sending in lobsters. This is the final warning. We only rate dogs. Thank you... 9/10 https://t.co/B9ZXXKJYNx,the,1,pug,French_bulldog,Brabancon_griffon,2557,839,2016-01-22 02:28:52+00:00,,9.0
690374419777196032,This is Phred. He's an Albanian Flepperkush. Tongue is rather impressive if I'm honest. Perhaps even legendary 11/10 https://t.co/VpfFCKE28C,Phred,1,kuvasz,Labrador_retriever,,3126,805,2016-01-22 03:24:22+00:00,,10.0
690400367696297985,"This is Eriq. His friend just reminded him of last year's super bowl. Not cool friend
10/10 for Eriq
6/10 for friend https://t.co/PlEXTofdpf",Eriq,1,Pembroke,papillon,Shetland_sheepdog,1813,429,2016-01-22 05:07:29+00:00,,10.0
